split,image_relative_path,label_relative_path,image_width,image_height,class_id,box_index,x_center_norm,y_center_norm,width_norm,height_norm,letterbox_scale,width_original_px,height_original_px,width_640_px,height_640_px,short_side_640_px,long_side_640_px,area_640_px2,aspect_ratio
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8192_6656.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8192_6656.txt,512,512,0,0,0.205078125,0.3310546875,0.04296875,0.041015625,1.25,22,21,27.5,26.25,26.25,27.5,721.875,1.04761904762
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_6144.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_6144.txt,512,512,0,0,0.506825938567,0.914507772021,0.0221843003413,0.019689119171,1.25,11.3583617747,10.0808290155,14.1979522184,12.6010362694,12.6010362694,14.1979522184,178.908910856,1.12672893839
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_7168.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_7168.txt,512,512,0,0,0.78515625,0.85546875,0.0390625,0.02734375,1.25,20,14,25,17.5,17.5,25,437.5,1.42857142857
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_7168.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_8704_7168.txt,512,512,0,1,0.9892578125,0.6962890625,0.021484375,0.037109375,1.25,11,19,13.75,23.75,13.75,23.75,326.5625,1.72727272727
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9216_7680.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9216_7680.txt,512,512,0,0,0.689419795222,0.173575129534,0.0255972696246,0.0279792746114,1.25,13.1058020478,14.325388601,16.3822525597,17.9067357513,16.3822525597,17.9067357513,293.352667598,1.09305699482
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9728_13824.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9728_13824.txt,512,512,0,0,0.65234375,0.6259765625,0.05078125,0.048828125,1.25,26,25,32.5,31.25,31.25,32.5,1015.625,1.04
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9728_7680.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9728_7680.txt,512,512,0,0,0.162109375,0.4091796875,0.0234375,0.033203125,1.25,12,17,15,21.25,15,21.25,318.75,1.41666666667
train,train/images/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9728_8192.png,train/labels/GF1_WFV3_E120.2_N22.2_20200710_L2A0004922264_9728_8192.txt,512,512,0,0,0.8505859375,0.68359375,0.025390625,0.0390625,1.25,13,20,16.25,25,16.25,25,406.25,1.53846153846
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_13312.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_13312.txt,512,512,0,0,0.890625,0.2265625,0.03515625,0.06640625,1.25,18,34,22.5,42.5,22.5,42.5,956.25,1.88888888889
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_13312.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_13312.txt,512,512,0,1,0.8505859375,0.8466796875,0.029296875,0.044921875,1.25,15,23,18.75,28.75,18.75,28.75,539.0625,1.53333333333
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.txt,512,512,0,0,0.6396484375,0.859375,0.044921875,0.0625,1.25,23,32,28.75,40,28.75,40,1150,1.39130434783
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.txt,512,512,0,1,0.9150390625,0.8486328125,0.048828125,0.056640625,1.25,25,29,31.25,36.25,31.25,36.25,1132.8125,1.16
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.txt,512,512,0,2,0.8935546875,0.546875,0.052734375,0.0546875,1.25,27,28,33.75,35,33.75,35,1181.25,1.03703703704
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.txt,512,512,0,3,0.9765625,0.443359375,0.046875,0.046875,1.25,24,24,30,30,30,30,900,1
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.txt,512,512,0,4,0.81640625,0.1767578125,0.0390625,0.044921875,1.25,20,23,25,28.75,25,28.75,718.75,1.15
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14636.txt,512,512,0,5,0.98046875,0.0244140625,0.0390625,0.044921875,1.25,20,23,25,28.75,25,28.75,718.75,1.15
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.txt,512,512,0,0,0.6328125,0.44140625,0.05078125,0.0546875,1.25,26,28,32.5,35,32.5,35,1137.5,1.07692307692
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.txt,512,512,0,1,0.9150390625,0.4306640625,0.044921875,0.064453125,1.25,23,33,28.75,41.25,28.75,41.25,1185.9375,1.4347826087
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.txt,512,512,0,2,0.88671875,0.1298828125,0.0390625,0.044921875,1.25,20,23,25,28.75,25,28.75,718.75,1.15
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_14848.txt,512,512,0,3,0.9765625,0.02734375,0.03515625,0.05078125,1.25,18,26,22.5,32.5,22.5,32.5,731.25,1.44444444444
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_3072.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_3072.txt,512,512,0,0,0.58203125,0.966796875,0.03515625,0.046875,1.25,18,24,22.5,30,22.5,30,675,1.33333333333
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_4096.txt,512,512,0,0,0.816126279863,0.155440414508,0.0162116040956,0.020725388601,1.25,8.30034129693,10.6113989637,10.3754266212,13.2642487047,10.3754266212,13.2642487047,137.62223912,1.27842923371
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_4096.txt,512,512,0,1,0.818686006826,0.117616580311,0.0213310580205,0.0279792746114,1.25,10.9215017065,14.325388601,13.6518771331,17.9067357513,13.6518771331,17.9067357513,244.460556332,1.31166839378
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_4608.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11264_4608.txt,512,512,0,0,0.354948805461,0.185492227979,0.0290102389078,0.0352331606218,1.25,14.8532423208,18.0393782383,18.566552901,22.5492227979,18.566552901,22.5492227979,418.661337955,1.21450777202
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_10240.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_10240.txt,512,512,0,0,0.9697265625,0.5849609375,0.037109375,0.048828125,1.25,19,25,23.75,31.25,23.75,31.25,742.1875,1.31578947368
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_10752.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_10752.txt,512,512,0,0,0.11328125,0.5341796875,0.046875,0.060546875,1.25,24,31,30,38.75,30,38.75,1162.5,1.29166666667
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_10752.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_10752.txt,512,512,0,1,0.8994140625,0.1689453125,0.037109375,0.056640625,1.25,19,29,23.75,36.25,23.75,36.25,860.9375,1.52631578947
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13312.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13312.txt,512,512,0,0,0.021484375,0.9814453125,0.04296875,0.037109375,1.25,22,19,27.5,23.75,23.75,27.5,653.125,1.15789473684
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13824.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13824.txt,512,512,0,0,0.05078125,0.9462890625,0.0390625,0.060546875,1.25,20,31,25,38.75,25,38.75,968.75,1.55
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13824.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13824.txt,512,512,0,1,0.396484375,0.0390625,0.04296875,0.05078125,1.25,22,26,27.5,32.5,27.5,32.5,893.75,1.18181818182
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13824.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_13824.txt,512,512,0,2,0.60546875,0.4609375,0.03515625,0.05859375,1.25,18,30,22.5,37.5,22.5,37.5,843.75,1.66666666667
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_4096.txt,512,512,0,0,0.58984375,0.767578125,0.03515625,0.0390625,1.25,18,20,22.5,25,22.5,25,562.5,1.11111111111
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_4096.txt,512,512,0,1,0.2890625,0.86328125,0.03125,0.046875,1.25,16,24,20,30,20,30,600,1.5
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_4608.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_4608.txt,512,512,0,0,0.7705078125,0.380859375,0.044921875,0.0546875,1.25,23,28,28.75,35,28.75,35,1006.25,1.21739130435
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_5120.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_5120.txt,512,512,0,0,0.3515625,0.3974609375,0.0390625,0.044921875,1.25,20,23,25,28.75,25,28.75,718.75,1.15
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_5120.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_5120.txt,512,512,0,1,0.482421875,0.458984375,0.046875,0.0625,1.25,24,32,30,40,30,40,1200,1.33333333333
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_6656.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_6656.txt,512,512,0,0,0.3583984375,0.4384765625,0.048828125,0.064453125,1.25,25,33,31.25,41.25,31.25,41.25,1289.0625,1.32
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_6656.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_6656.txt,512,512,0,1,0.404296875,0.90625,0.05078125,0.0703125,1.25,26,36,32.5,45,32.5,45,1462.5,1.38461538462
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.txt,512,512,0,0,0.3212890625,0.8701171875,0.052734375,0.068359375,1.25,27,35,33.75,43.75,33.75,43.75,1476.5625,1.2962962963
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.txt,512,512,0,1,0.482421875,0.30859375,0.04296875,0.046875,1.25,22,24,27.5,30,27.5,30,825,1.09090909091
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.txt,512,512,0,2,0.58203125,0.41015625,0.04296875,0.0546875,1.25,22,28,27.5,35,27.5,35,962.5,1.27272727273
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_7168.txt,512,512,0,3,0.69921875,0.119140625,0.046875,0.05859375,1.25,24,30,30,37.5,30,37.5,1125,1.25
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.txt,512,512,0,0,0.5947265625,0.6513671875,0.037109375,0.072265625,1.25,19,37,23.75,46.25,23.75,46.25,1098.4375,1.94736842105
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.txt,512,512,0,1,0.3623046875,0.79296875,0.041015625,0.0625,1.25,21,32,26.25,40,26.25,40,1050,1.52380952381
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.txt,512,512,0,2,0.1513671875,0.7919921875,0.037109375,0.052734375,1.25,19,27,23.75,33.75,23.75,33.75,801.5625,1.42105263158
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8192.txt,512,512,0,3,0.201171875,0.900390625,0.05078125,0.06640625,1.25,26,34,32.5,42.5,32.5,42.5,1381.25,1.30769230769
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.txt,512,512,0,0,0.0703125,0.0537109375,0.0390625,0.052734375,1.25,20,27,25,33.75,25,33.75,843.75,1.35
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.txt,512,512,0,1,0.28125,0.251953125,0.0546875,0.06640625,1.25,28,34,35,42.5,35,42.5,1487.5,1.21428571429
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.txt,512,512,0,2,0.3818359375,0.771484375,0.044921875,0.05078125,1.25,23,26,28.75,32.5,28.75,32.5,934.375,1.13043478261
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_8704.txt,512,512,0,3,0.4541015625,0.9755859375,0.052734375,0.044921875,1.25,27,23,33.75,28.75,28.75,33.75,970.3125,1.17391304348
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_9728.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_9728.txt,512,512,0,0,0.4599609375,0.0830078125,0.044921875,0.060546875,1.25,23,31,28.75,38.75,28.75,38.75,1114.0625,1.34782608696
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_9728.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_11776_9728.txt,512,512,0,1,0.8876953125,0.7685546875,0.044921875,0.060546875,1.25,23,31,28.75,38.75,28.75,38.75,1114.0625,1.34782608696
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_10240.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_10240.txt,512,512,0,0,0.0771484375,0.248046875,0.041015625,0.07421875,1.25,21,38,26.25,47.5,26.25,47.5,1246.875,1.80952380952
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_10240.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_10240.txt,512,512,0,1,0.69140625,0.087890625,0.05078125,0.078125,1.25,26,40,32.5,50,32.5,50,1625,1.53846153846
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_10240.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_10240.txt,512,512,0,2,0.773464163823,0.921243523316,0.0554607508532,0.0455958549223,1.25,28.3959044369,23.3450777202,35.4948805461,29.1813471503,29.1813471503,35.4948805461,1035.78843127,1.21635510394
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11264.txt,512,512,0,0,0.873046875,0.0791015625,0.046875,0.064453125,1.25,24,33,30,41.25,30,41.25,1237.5,1.375
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.txt,512,512,0,0,0.357421875,0.5849609375,0.03515625,0.037109375,1.25,18,19,22.5,23.75,22.5,23.75,534.375,1.05555555556
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_11776.txt,512,512,0,1,0.34375,0.3779296875,0.0390625,0.041015625,1.25,20,21,25,26.25,25,26.25,656.25,1.05
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_13312.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_13312.txt,512,512,0,0,0.021484375,0.5498046875,0.03125,0.064453125,1.25,16,33,20,41.25,20,41.25,825,2.0625
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_5632.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_5632.txt,512,512,0,0,0.244140625,0.9775390625,0.046875,0.041015625,1.25,24,21,30,26.25,26.25,30,787.5,1.14285714286
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_5632.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_5632.txt,512,512,0,1,0.423828125,0.2548828125,0.04296875,0.052734375,1.25,22,27,27.5,33.75,27.5,33.75,928.125,1.22727272727
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_5632.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_5632.txt,512,512,0,2,0.5009765625,0.26953125,0.033203125,0.046875,1.25,17,24,21.25,30,21.25,30,637.5,1.41176470588
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_9216.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_9216.txt,512,512,0,0,0.13671875,0.01953125,0.03125,0.03515625,1.25,16,18,20,22.5,20,22.5,450,1.125
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_9728.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12288_9728.txt,512,512,0,0,0.68359375,0.4013671875,0.01953125,0.025390625,1.25,10,13,12.5,16.25,12.5,16.25,203.125,1.3
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_10240.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_10240.txt,512,512,0,0,0.501953125,0.2412109375,0.03515625,0.060546875,1.25,18,31,22.5,38.75,22.5,38.75,871.875,1.72222222222
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_11264.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_11264.txt,512,512,0,0,0.0322265625,0.57421875,0.041015625,0.04296875,1.25,21,22,26.25,27.5,26.25,27.5,721.875,1.04761904762
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_4096.txt,512,512,0,0,0.17578125,0.8935546875,0.046875,0.056640625,1.25,24,29,30,36.25,30,36.25,1087.5,1.20833333333
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_4096.txt,512,512,0,1,0.734641638225,0.169948186528,0.0341296928328,0.0331606217617,1.25,17.4744027304,16.978238342,21.843003413,21.2227979275,21.2227979275,21.843003413,463.569647562,1.02922354949
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_4608.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_4608.txt,512,512,0,0,0.65234375,0.1259765625,0.04296875,0.052734375,1.25,22,27,27.5,33.75,27.5,33.75,928.125,1.22727272727
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_7168.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_7168.txt,512,512,0,0,0.341796875,0.169921875,0.04296875,0.0546875,1.25,22,28,27.5,35,27.5,35,962.5,1.27272727273
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_7168.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_7168.txt,512,512,0,1,0.95703125,0.5400390625,0.046875,0.048828125,1.25,24,25,30,31.25,30,31.25,937.5,1.04166666667
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_7680.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12800_7680.txt,512,512,0,0,0.7255859375,0.9384765625,0.041015625,0.052734375,1.25,21,27,26.25,33.75,26.25,33.75,885.9375,1.28571428571
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_10240.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_10240.txt,512,512,0,0,0.2529296875,0.2470703125,0.044921875,0.076171875,1.25,23,39,28.75,48.75,28.75,48.75,1401.5625,1.69565217391
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_4096.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_4096.txt,512,512,0,0,0.84375,0.1826171875,0.046875,0.072265625,1.25,24,37,30,46.25,30,46.25,1387.5,1.54166666667
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_4608.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_4608.txt,512,512,0,0,0.3994140625,0.1220703125,0.033203125,0.044921875,1.25,17,23,21.25,28.75,21.25,28.75,610.9375,1.35294117647
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_5120.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_5120.txt,512,512,0,0,0.060546875,0.8271484375,0.0390625,0.052734375,1.25,20,27,25,33.75,25,33.75,843.75,1.35
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_9216.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_12929_9216.txt,512,512,0,0,0.2138671875,0.66015625,0.033203125,0.05078125,1.25,17,26,21.25,32.5,21.25,32.5,690.625,1.52941176471
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_3584.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_3584.txt,512,512,0,0,0.2060546875,0.44921875,0.048828125,0.0625,1.25,25,32,31.25,40,31.25,40,1250,1.28
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_5120.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_5120.txt,512,512,0,0,0.37890625,0.109375,0.046875,0.07421875,1.25,24,38,30,47.5,30,47.5,1425,1.58333333333
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_6144.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13312_6144.txt,512,512,0,0,0.0166015625,0.3564453125,0.033203125,0.052734375,1.25,17,27,21.25,33.75,21.25,33.75,717.1875,1.58823529412
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13441_5120.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_13441_5120.txt,512,512,0,0,0.130859375,0.1044921875,0.04296875,0.048828125,1.25,22,25,27.5,31.25,27.5,31.25,859.375,1.13636363636
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_2048_7680.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_2048_7680.txt,512,512,0,0,0.727389078498,0.236787564767,0.0264505119454,0.040414507772,1.25,13.542662116,20.6922279793,16.9283276451,25.8652849741,16.9283276451,25.8652849741,437.856018674,1.52792913254
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_5632.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_5632.txt,512,512,0,0,0.267491467577,0.0554404145078,0.0486348122867,0.0300518134715,1.25,24.9010238908,15.3865284974,31.1262798635,19.2331606218,19.2331606218,31.1262798635,598.656740172,1.6183653054
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_5632.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_5632.txt,512,512,0,1,0.486348122867,0.735751295337,0.0665529010239,0.0518134715026,1.25,34.0750853242,26.5284974093,42.5938566553,33.1606217617,33.1606217617,42.5938566553,1412.43876992,1.28447098976
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_6656.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_6656.txt,512,512,0,0,0.646484375,0.1240234375,0.0390625,0.056640625,1.25,20,29,25,36.25,25,36.25,906.25,1.45
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_6656.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_6656.txt,512,512,0,1,0.829351535836,0.413471502591,0.0273037542662,0.0331606217617,1.25,13.9795221843,16.978238342,17.4744027304,21.2227979275,17.4744027304,21.2227979275,370.85571805,1.21450777202
train,train/images/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_8704.png,train/labels/GF1_WFV3_E121.9_N35.6_20190805_L2A0004161897_3584_8704.txt,512,512,0,0,0.1708984375,0.4560546875,0.044921875,0.048828125,1.25,23,25,28.75,31.25,28.75,31.25,898.4375,1.08695652174
