split,short_side_640_px,long_side_640_px,area_640_px2,aspect_ratio
train,21.25,31.25,664.0625,1.47058823529
train,21.25,23.75,504.6875,1.11764705882
train,18.75,25,468.75,1.33333333333
train,17.5,32.5,568.75,1.85714285714
train,18.75,36.25,679.6875,1.93333333333
train,25,30,750,1.2
train,22.5,26.25,590.625,1.16666666667
train,21.25,32.5,690.625,1.52941176471
train,18.5699481865,19.1126279863,354.920511415,1.02922354949
train,18.75,22.5,421.875,1.2
train,22.5,28.75,646.875,1.27777777778
train,23.75,31.25,742.1875,1.31578947368
train,19.6587030717,34.4870466321,677.97060956,1.75428900403
train,15,17.5,262.5,1.16666666667
train,21.25,28.75,610.9375,1.35294117647
train,22.5,23.75,534.375,1.05555555556
train,17.5,28.75,503.125,1.64285714286
train,28.75,35,1006.25,1.21739130435
train,18.75,26.25,492.1875,1.4
train,21.25,32.5,690.625,1.52941176471
train,22.5,31.25,703.125,1.38888888889
train,27.5,32.5,893.75,1.18181818182
train,18.75,28.75,539.0625,1.53333333333
train,28.75,33.75,970.3125,1.17391304348
train,22.5,36.25,815.625,1.61111111111
train,22.5,36.25,815.625,1.61111111111
train,17.5,27.5,481.25,1.57142857143
train,22.5,30,675,1.33333333333
train,21.25,22.5,478.125,1.05882352941
train,20,31.25,625,1.5625
train,15,27.5,412.5,1.83333333333
train,21.25,30,637.5,1.41176470588
train,28.75,28.75,826.5625,1
train,32.7645051195,33.1606217617,1086.49136147,1.01208981002
train,33.3105802048,42.4455958549,1413.88742506,1.27423766245
train,33.75,35,1181.25,1.03703703704
train,23.75,31.25,742.1875,1.31578947368
train,27.5,33.75,928.125,1.22727272727
train,19.6587030717,23.8756476684,469.364268157,1.21450777202
train,20.204778157,27.1917098446,549.402465119,1.34580590954
train,25,30,750,1.2
train,20.5595854922,21.843003413,449.083096076,1.06242430915
train,30,31.25,937.5,1.04166666667
train,22.5,32.5,731.25,1.44444444444
train,23.75,31.25,742.1875,1.31578947368
train,14.1979522184,14.5906735751,207.157686254,1.02766042248
train,23.75,31.25,742.1875,1.31578947368
train,28.75,36.25,1042.1875,1.26086956522
train,26.25,40,1050,1.52380952381
train,22.5,38.75,871.875,1.72222222222
train,30,40,1200,1.33333333333
train,22.5,30,675,1.33333333333
train,30,36.25,1087.5,1.20833333333
train,23.2124352332,31.6723549488,735.192487931,1.36445636275
train,35,45,1575,1.28571428571
train,26.25,27.5,721.875,1.04761904762
train,28.75,37.5,1078.125,1.30434782609
train,25,25,625,1
train,26.25,33.75,885.9375,1.28571428571
train,28.75,42.5,1221.875,1.47826086957
train,31.25,43.75,1367.1875,1.4
train,25,28.75,718.75,1.15
train,31.25,43.75,1367.1875,1.4
train,32.5,38.75,1259.375,1.19230769231
train,23.75,25,593.75,1.05263157895
train,33.75,55,1856.25,1.62962962963
train,23.75,31.25,742.1875,1.31578947368
train,26.25,27.5,721.875,1.04761904762
train,25,33.75,843.75,1.35
train,32.5,32.5,1056.25,1
train,13.75,21.25,292.1875,1.54545454545
train,25,25,625,1
train,13.75,18.75,257.8125,1.36363636364
train,20,33.75,675,1.6875
train,20,26.25,525,1.3125
train,27.5,37.5,1031.25,1.36363636364
train,27.5,47.5,1306.25,1.72727272727
train,26.25,41.25,1082.8125,1.57142857143
train,23.75,35,831.25,1.47368421053
train,28.75,38.75,1114.0625,1.34782608696
train,36.25,52.5,1903.125,1.44827586207
train,40,63.75,2550,1.59375
train,30,52.5,1575,1.75
train,26.25,43.75,1148.4375,1.66666666667
train,22.5,27.5,618.75,1.22222222222
train,22.5,31.25,703.125,1.38888888889
train,41.25,58.75,2423.4375,1.42424242424
train,45,62.5,2812.5,1.38888888889
train,27.5,28.75,790.625,1.04545454545
train,38.75,47.5,1840.625,1.22580645161
train,30,38.75,1162.5,1.29166666667
train,36.25,43.75,1585.9375,1.20689655172
train,28.75,32.5,934.375,1.13043478261
train,35,43.75,1531.25,1.25
train,36.25,47.5,1721.875,1.31034482759
train,26.25,35,918.75,1.33333333333
train,28.75,31.25,898.4375,1.08695652174
train,38.75,42.5,1646.875,1.09677419355
train,30,48.75,1462.5,1.625
train,25,32.5,812.5,1.3
train,31.25,36.25,1132.8125,1.16
train,40,45,1800,1.125
train,25,33.75,843.75,1.35
train,20,28.75,575,1.4375
train,17.5,33.75,590.625,1.92857142857
train,22.5,31.25,703.125,1.38888888889
train,43.75,45,1968.75,1.02857142857
train,33.75,33.75,1139.0625,1
train,31.25,37.5,1171.875,1.2
train,17.5,26.25,459.375,1.5
train,21.25,30,637.5,1.41176470588
train,21.25,22.5,478.125,1.05882352941
train,36.25,47.5,1721.875,1.31034482759
train,22.5,35,787.5,1.55555555556
train,22.5,30,675,1.33333333333
train,17.5,25,437.5,1.42857142857
train,15,21.25,318.75,1.41666666667
train,21.25,27.5,584.375,1.29411764706
train,30,38.75,1162.5,1.29166666667
train,18.75,21.25,398.4375,1.13333333333
train,16.25,37.5,609.375,2.30769230769
train,20,31.25,625,1.5625
train,13.2642487047,20.204778157,268.001202497,1.52325085324
train,25,36.25,906.25,1.45
train,26.25,27.5,721.875,1.04761904762
train,32.5,38.75,1259.375,1.19230769231
train,37.5,45,1687.5,1.2
train,31.25,35,1093.75,1.12
train,26.25,38.75,1017.1875,1.47619047619
train,37.5,50,1875,1.33333333333
train,33.75,37.5,1265.625,1.11111111111
train,32.5,38.75,1259.375,1.19230769231
train,31.25,37.5,1171.875,1.2
train,28.75,38.75,1114.0625,1.34782608696
train,28.75,38.75,1114.0625,1.34782608696
train,13.9274611399,15.8361774744,220.557746379,1.13704696896
train,28.75,40,1150,1.39130434783
train,27.5,35,962.5,1.27272727273
train,23.75,26.25,623.4375,1.10526315789
train,21.25,23.75,504.6875,1.11764705882
train,25,30,750,1.2
train,16.25,25,406.25,1.53846153846
train,21.25,30,637.5,1.41176470588
train,28.75,31.25,898.4375,1.08695652174
train,20,27.5,550,1.375
train,25,32.5,812.5,1.3
train,33.75,36.25,1223.4375,1.07407407407
train,27.5,28.75,790.625,1.04545454545
train,20,35,700,1.75
train,23.75,23.75,564.0625,1
train,23.75,35,831.25,1.47368421053
train,25,32.5,812.5,1.3
train,17.5,20,350,1.14285714286
train,20,35,700,1.75
train,22.5,25,562.5,1.11111111111
train,20,22.5,450,1.125
train,30,32.5,975,1.08333333333
train,21.25,27.5,584.375,1.29411764706
train,22.5,25,562.5,1.11111111111
train,17.5,33.75,590.625,1.92857142857
train,20,26.25,525,1.3125
train,21.25,25,531.25,1.17647058824
train,25,27.5,687.5,1.1
train,18.75,26.25,492.1875,1.4
train,23.75,28.75,682.8125,1.21052631579
train,23.75,23.75,564.0625,1
train,20,26.25,525,1.3125
train,28.75,31.25,898.4375,1.08695652174
train,12.5,20,250,1.6
train,25,31.25,781.25,1.25
train,13.9274611399,15.2901023891,212.952306849,1.09783845279
train,14.1979522184,15.2538860104,216.573944721,1.07437225986
train,28.75,30,862.5,1.04347826087
train,26.25,35,918.75,1.33333333333
train,18.75,27.5,515.625,1.46666666667
train,18.75,20,375,1.06666666667
train,18.75,25,468.75,1.33333333333
train,18.75,27.5,515.625,1.46666666667
train,22.5,23.75,534.375,1.05555555556
train,16.25,21.25,345.3125,1.30769230769
train,20.204778157,20.5595854922,415.40186387,1.01756056575
train,14.1979522184,14.5906735751,207.157686254,1.02766042248
train,13.1058020478,13.2642487047,173.838617836,1.01208981002
train,14.5906735751,20.204778157,294.801322747,1.38477350295
train,12.0136518771,13.2642487047,159.35206635,1.10409797456
train,10.9215017065,17.2435233161,188.325169322,1.57886010363
train,31.25,35,1093.75,1.12
train,33.75,38.75,1307.8125,1.14814814815
train,20,35,700,1.75
train,30.5802047782,32.4974093264,993.777431962,1.06269430052
train,13.6518771331,19.896373057,271.622840369,1.45740932642
train,15,21.25,318.75,1.41666666667
train,17.5,20,350,1.14285714286
train,26.25,27.5,721.875,1.04761904762
train,12.6010362694,14.1979522184,178.908910856,1.12672893839
train,17.5,25,437.5,1.42857142857
train,13.75,23.75,326.5625,1.72727272727
train,16.3822525597,17.9067357513,293.352667598,1.09305699482
train,31.25,32.5,1015.625,1.04
train,15,21.25,318.75,1.41666666667
train,16.25,25,406.25,1.53846153846
train,22.5,42.5,956.25,1.88888888889
train,18.75,28.75,539.0625,1.53333333333
train,28.75,40,1150,1.39130434783
train,31.25,36.25,1132.8125,1.16
train,33.75,35,1181.25,1.03703703704
train,30,30,900,1
train,25,28.75,718.75,1.15
train,25,28.75,718.75,1.15
train,32.5,35,1137.5,1.07692307692
train,28.75,41.25,1185.9375,1.4347826087
train,25,28.75,718.75,1.15
train,22.5,32.5,731.25,1.44444444444
train,22.5,30,675,1.33333333333
train,10.3754266212,13.2642487047,137.62223912,1.27842923371
train,13.6518771331,17.9067357513,244.460556332,1.31166839378
train,18.566552901,22.5492227979,418.661337955,1.21450777202
train,23.75,31.25,742.1875,1.31578947368
train,30,38.75,1162.5,1.29166666667
train,23.75,36.25,860.9375,1.52631578947
train,23.75,27.5,653.125,1.15789473684
train,25,38.75,968.75,1.55
train,27.5,32.5,893.75,1.18181818182
train,22.5,37.5,843.75,1.66666666667
train,22.5,25,562.5,1.11111111111
train,20,30,600,1.5
train,28.75,35,1006.25,1.21739130435
train,25,28.75,718.75,1.15
train,30,40,1200,1.33333333333
train,31.25,41.25,1289.0625,1.32
train,32.5,45,1462.5,1.38461538462
train,33.75,43.75,1476.5625,1.2962962963
train,27.5,30,825,1.09090909091
train,27.5,35,962.5,1.27272727273
train,30,37.5,1125,1.25
train,23.75,46.25,1098.4375,1.94736842105
train,26.25,40,1050,1.52380952381
train,23.75,33.75,801.5625,1.42105263158
train,32.5,42.5,1381.25,1.30769230769
train,25,33.75,843.75,1.35
train,35,42.5,1487.5,1.21428571429
train,28.75,32.5,934.375,1.13043478261
train,28.75,33.75,970.3125,1.17391304348
train,28.75,38.75,1114.0625,1.34782608696
train,28.75,38.75,1114.0625,1.34782608696
train,26.25,47.5,1246.875,1.80952380952
train,32.5,50,1625,1.53846153846
train,29.1813471503,35.4948805461,1035.78843127,1.21635510394
train,30,41.25,1237.5,1.375
train,22.5,23.75,534.375,1.05555555556
train,25,26.25,656.25,1.05
train,20,41.25,825,2.0625
train,26.25,30,787.5,1.14285714286
train,27.5,33.75,928.125,1.22727272727
train,21.25,30,637.5,1.41176470588
train,20,22.5,450,1.125
train,12.5,16.25,203.125,1.3
train,22.5,38.75,871.875,1.72222222222
train,26.25,27.5,721.875,1.04761904762
train,30,36.25,1087.5,1.20833333333
train,21.2227979275,21.843003413,463.569647562,1.02922354949
train,27.5,33.75,928.125,1.22727272727
train,27.5,35,962.5,1.27272727273
train,30,31.25,937.5,1.04166666667
train,26.25,33.75,885.9375,1.28571428571
train,28.75,48.75,1401.5625,1.69565217391
train,30,46.25,1387.5,1.54166666667
train,21.25,28.75,610.9375,1.35294117647
train,25,33.75,843.75,1.35
train,21.25,32.5,690.625,1.52941176471
train,31.25,40,1250,1.28
train,30,47.5,1425,1.58333333333
train,21.25,33.75,717.1875,1.58823529412
train,27.5,31.25,859.375,1.13636363636
train,16.9283276451,25.8652849741,437.856018674,1.52792913254
train,19.2331606218,31.1262798635,598.656740172,1.6183653054
train,33.1606217617,42.5938566553,1412.43876992,1.28447098976
train,25,36.25,906.25,1.45
train,17.4744027304,21.2227979275,370.85571805,1.21450777202
train,28.75,31.25,898.4375,1.08695652174
train,28.75,35,1006.25,1.21739130435
train,34.4027303754,41.1191709845,1414.61175264,1.19522987088
train,26.25,32.5,853.125,1.2380952381
train,17.5,23.75,415.625,1.35714285714
train,13.6518771331,18.5699481865,253.514651011,1.36024870466
train,13.75,15,206.25,1.09090909091
train,30,31.25,937.5,1.04166666667
train,17.5,26.25,459.375,1.5
train,30.0341296928,31.170984456,936.193389804,1.03785209609
train,22.5,27.5,618.75,1.22222222222
train,22.3890784983,23.8756476684,534.553749845,1.06639706812
train,25,28.75,718.75,1.15
train,37.5,46.25,1734.375,1.23333333333
train,20,31.25,625,1.5625
train,25,30,750,1.2
train,20,41.25,825,2.0625
train,18.566552901,32.4974093264,603.364869405,1.75032002438
train,13.75,21.25,292.1875,1.54545454545
train,23.75,27.5,653.125,1.15789473684
train,30,38.75,1162.5,1.29166666667
train,25,38.75,968.75,1.55
train,33.75,40,1350,1.18518518519
train,27.5,33.75,928.125,1.22727272727
train,25,31.25,781.25,1.25
train,18.75,36.25,679.6875,1.93333333333
train,16.25,28.75,467.1875,1.76923076923
train,21.25,28.75,610.9375,1.35294117647
train,20,23.75,475,1.1875
train,13.75,15,206.25,1.09090909091
train,15,16.25,243.75,1.08333333333
train,20.7508532423,38.4663212435,798.208986896,1.85372238887
train,23.75,33.75,801.5625,1.42105263158
train,21.25,31.25,664.0625,1.47058823529
train,16.25,21.25,345.3125,1.30769230769
train,20,35,700,1.75
train,27.5,40,1100,1.45454545455
train,31.25,42.5,1328.125,1.36
train,20,30,600,1.5
train,12.5,15,187.5,1.2
train,18.75,26.25,492.1875,1.4
train,11.25,13.75,154.6875,1.22222222222
train,20,22.5,450,1.125
train,16.25,40,650,2.46153846154
train,18.75,18.75,351.5625,1
train,17.5,30,525,1.71428571429
train,17.9067357513,22.3890784983,400.915312384,1.25031601567
train,16.25,17.5,284.375,1.07692307692
train,19.6587030717,22.5492227979,443.288475481,1.14703511802
train,18.75,21.25,398.4375,1.13333333333
train,36.25,53.75,1948.4375,1.48275862069
train,32.5,43.75,1421.875,1.34615384615
train,18.75,35,656.25,1.86666666667
train,24.5388601036,38.771331058,951.404268864,1.57999723273
train,16.5803108808,26.7576791809,443.650639269,1.6138225256
train,18.75,23.75,445.3125,1.26666666667
train,21.25,32.5,690.625,1.52941176471
train,18.75,20,375,1.06666666667
train,17.9067357513,19.6587030717,352.023201118,1.09783845279
train,31.25,33.75,1054.6875,1.08
train,35,48.75,1706.25,1.39285714286
train,21.25,25,531.25,1.17647058824
train,25,25,625,1
train,32.5,40,1300,1.23076923077
train,35,41.25,1443.75,1.17857142857
train,27.5,32.5,893.75,1.18181818182
train,22.5,30,675,1.33333333333
train,22.5,33.75,759.375,1.5
train,25,30,750,1.2
train,26.25,32.5,853.125,1.2380952381
train,20,25,500,1.25
train,28.75,33.75,970.3125,1.17391304348
train,22.5,28.75,646.875,1.27777777778
train,27.5,33.75,928.125,1.22727272727
train,21.2227979275,27.8498293515,591.051300642,1.3122600256
train,12.6010362694,23.4812286689,295.887814108,1.86343632118
train,9.9481865285,22.9351535836,228.16318591,2.30546075085
train,23.75,33.75,801.5625,1.42105263158
train,23.8756476684,29.4880546075,704.046402235,1.23506825939
train,18.75,25,468.75,1.33333333333
train,27.5,45,1237.5,1.63636363636
train,31.25,36.25,1132.8125,1.16
train,16.5803108808,17.4744027304,289.731029726,1.05392491468
train,11.274611399,19.1126279863,215.487453359,1.69519172857
train,25,32.5,812.5,1.3
train,25,32.5,812.5,1.3
train,15,22.5,337.5,1.5
train,25,36.25,906.25,1.45
train,12.5,15,187.5,1.2
train,17.5,25,437.5,1.42857142857
train,16.25,18.75,304.6875,1.15384615385
train,20,21.25,425,1.0625
train,20,26.25,525,1.3125
train,21.25,35,743.75,1.64705882353
train,21.25,37.5,796.875,1.76470588235
train,20,27.5,550,1.375
train,17.5,30,525,1.71428571429
train,23.75,30,712.5,1.26315789474
train,31.25,35,1093.75,1.12
train,31.25,35,1093.75,1.12
train,22.5,22.5,506.25,1
train,17.5,43.75,765.625,2.5
train,17.5,28.75,503.125,1.64285714286
train,23.75,33.75,801.5625,1.42105263158
train,20,32.5,650,1.625
train,25,32.5,812.5,1.3
train,12.5597269625,27.1917098446,341.52045129,2.16499211534
train,19.6587030717,20.5595854922,404.174786468,1.04582613702
train,27.5,47.5,1306.25,1.72727272727
train,36.25,37.5,1359.375,1.03448275862
train,22.5,28.75,646.875,1.27777777778
train,23.75,26.25,623.4375,1.10526315789
train,25,28.75,718.75,1.15
train,27.5,28.75,790.625,1.04545454545
train,18.75,22.5,421.875,1.2
train,37.5,37.5,1406.25,1
train,38.75,41.25,1598.4375,1.06451612903
train,26.25,31.25,820.3125,1.19047619048
train,32.5,40,1300,1.23076923077
train,30,32.5,975,1.08333333333
train,28.75,52.5,1509.375,1.82608695652
train,17.5,27.5,481.25,1.57142857143
train,18.75,23.75,445.3125,1.26666666667
train,22.5,25,562.5,1.11111111111
train,23.75,25,593.75,1.05263157895
train,12.5,22.5,281.25,1.8
train,20,32.5,650,1.625
train,43.75,46.25,2023.4375,1.05714285714
train,16.25,27.5,446.875,1.69230769231
train,28.75,41.25,1185.9375,1.4347826087
train,30,32.5,975,1.08333333333
train,27.5,50,1375,1.81818181818
train,30,36.25,1087.5,1.20833333333
train,20,25,500,1.25
train,20,23.75,475,1.1875
train,20,28.75,575,1.4375
train,27.5,28.75,790.625,1.04545454545
train,25,26.25,656.25,1.05
train,36.25,40,1450,1.10344827586
train,15,31.25,468.75,2.08333333333
train,46.25,47.5,2196.875,1.02702702703
train,32.5,41.25,1340.625,1.26923076923
train,31.25,45,1406.25,1.44
train,20.204778157,20.5595854922,415.40186387,1.01756056575
train,21.2969283276,35.1502590674,748.592548056,1.65048492095
train,18.75,22.5,421.875,1.2
train,18.75,22.5,421.875,1.2
train,26.25,30,787.5,1.14285714286
train,18.75,21.25,398.4375,1.13333333333
train,15,26.25,393.75,1.75
train,18.75,23.75,445.3125,1.26666666667
train,27.5,35,962.5,1.27272727273
train,26.25,28.75,754.6875,1.09523809524
train,10.3754266212,14.5906735751,151.384463032,1.40627215708
train,11.274611399,20.204778157,227.801022122,1.79205982734
train,33.75,43.75,1476.5625,1.2962962963
train,27.5,30,825,1.09090909091
train,30,32.5,975,1.08333333333
train,35,35,1225,1
train,26.25,35,918.75,1.33333333333
train,31.25,36.25,1132.8125,1.16
train,20,42.5,850,2.125
train,11.25,23.75,267.1875,2.11111111111
train,15.8361774744,30.5077720207,483.126492069,1.92646060389
train,20.7508532423,21.8860103627,454.153389096,1.05470411781
train,21.25,30,637.5,1.41176470588
train,25,45,1125,1.8
train,20,40,800,2
train,19.896373057,20.7508532423,412.86671736,1.04294653015
train,27.5,31.25,859.375,1.13636363636
train,23.75,32.5,771.875,1.36842105263
train,18.75,33.75,632.8125,1.8
train,19.6587030717,35.1502590674,691.008505898,1.78802533103
train,21.25,30,637.5,1.41176470588
train,26.25,32.5,853.125,1.2380952381
train,18.75,30,562.5,1.6
train,15.2538860104,27.3037542662,416.488355232,1.78995399911
train,25,40,1000,1.6
train,26.25,28.75,754.6875,1.09523809524
train,26.25,31.25,820.3125,1.19047619048
train,33.75,37.5,1265.625,1.11111111111
train,33.8566552901,43.7720207254,1481.97421705,1.29286311215
train,18.75,21.25,398.4375,1.13333333333
train,13.6518771331,29.1813471503,398.380165874,2.13753367876
train,26.2116040956,38.4663212435,1008.26398345,1.46753022453
train,21.2227979275,25.6655290102,544.694335886,1.20933767065
train,22.5,23.75,534.375,1.05555555556
train,26.25,27.5,721.875,1.04761904762
train,23.75,31.25,742.1875,1.31578947368
train,35,43.75,1531.25,1.25
train,23.75,26.25,623.4375,1.10526315789
train,15,17.5,262.5,1.16666666667
train,22.5,23.75,534.375,1.05555555556
train,21.2969283276,23.2124352332,494.353569471,1.08994287233
train,35,41.25,1443.75,1.17857142857
train,32.5,42.5,1381.25,1.30769230769
train,28.75,28.75,826.5625,1
train,14.7440273038,25.2020725389,371.580045624,1.7093072347
train,17.2435233161,18.0204778157,310.736529382,1.04505775794
train,15.9170984456,18.566552901,295.525650321,1.16645335609
train,27.5,32.5,893.75,1.18181818182
train,14.1979522184,16.5803108808,235.406461653,1.16779593464
train,23.2124352332,32.7645051195,760.543953032,1.41150658216
train,18.0204778157,25.2020725389,454.153389096,1.39852410111
train,13.1058020478,19.896373057,260.757926754,1.51813471503
train,19.2331606218,20.204778157,388.601743621,1.05051782982
train,12.5597269625,23.2124352332,291.541848662,1.8481640009
train,23.4812286689,28.518134715,669.640842455,1.21450777202
train,13.1058020478,22.5492227979,295.525650321,1.72055267703
train,10.3754266212,24.5388601036,254.601142372,2.36509408236
train,13.6518771331,18.5699481865,253.514651011,1.36024870466
train,16.3822525597,20.5595854922,336.812322057,1.25499136442
train,13.6518771331,18.5699481865,253.514651011,1.36024870466
train,12.5597269625,17.2435233161,216.573944721,1.37292182924
train,12.5597269625,15.2538860104,191.584643407,1.21450777202
train,14.7440273038,19.896373057,293.352667598,1.34945308002
train,16.9283276451,21.2227979275,359.266476861,1.25368544209
train,14.1979522184,21.2227979275,301.320270915,1.49477879633
train,18.566552901,27.8549222798,517.169888062,1.50027430661
train,14.1979522184,20.5595854922,291.904012449,1.44806695895
train,16.3822525597,19.896373057,325.947408442,1.21450777202
train,18.0204778157,23.2124352332,418.299174168,1.28811430366
train,17.4744027304,21.2227979275,370.85571805,1.21450777202
train,20.204778157,41.1191709845,830.803727741,2.03512113149
train,19.2331606218,31.6723549488,609.15949,1.64675767918
train,30,35,1050,1.16666666667
train,15.8361774744,17.9067357513,283.574245345,1.13074861533
train,27.5,58.75,1615.625,2.13636363636
train,32.5,35,1137.5,1.07692307692
train,14.1979522184,17.2435233161,244.822720119,1.21450777202
train,12.0136518771,17.2435233161,207.157686254,1.43532736693
train,33.75,50,1687.5,1.48148148148
train,35,42.5,1487.5,1.21428571429
train,16.3822525597,16.5803108808,271.622840369,1.01208981002
train,23.75,36.25,860.9375,1.52631578947
train,33.75,37.5,1265.625,1.11111111111
train,18.0204778157,36.4766839378,657.327273692,2.02417962003
train,22.5,26.25,590.625,1.16666666667
train,30,30,900,1
train,35,42.5,1487.5,1.21428571429
train,30,31.25,937.5,1.04166666667
train,25,26.25,656.25,1.05
train,30,32.5,975,1.08333333333
train,22.5,23.75,534.375,1.05555555556
train,21.25,28.75,610.9375,1.35294117647
train,35,37.5,1312.5,1.07142857143
train,14.1979522184,21.8860103627,310.736529382,1.54149063372
train,32.2184300341,45.0984455959,1453.00111408,1.39977166945
train,23.75,32.5,771.875,1.36842105263
train,32.5,38.75,1259.375,1.19230769231
train,31.25,38.75,1210.9375,1.24
train,28.75,46.25,1329.6875,1.60869565217
train,31.25,35,1093.75,1.12
train,18.75,38.75,726.5625,2.06666666667
train,41.25,43.75,1804.6875,1.06060606061
train,23.75,32.5,771.875,1.36842105263
train,27.5,32.5,893.75,1.18181818182
train,31.25,38.75,1210.9375,1.24
train,35,40,1400,1.14285714286
train,28.75,32.5,934.375,1.13043478261
train,35,45,1575,1.28571428571
train,36.25,41.25,1495.3125,1.13793103448
train,22.5,28.75,646.875,1.27777777778
train,20,48.75,975,2.4375
train,10.9215017065,14.5906735751,159.35206635,1.33595854922
train,12.5597269625,17.9067357513,224.903711825,1.42572651498
train,35,53.75,1881.25,1.53571428571
train,26.25,37.5,984.375,1.42857142857
train,31.25,32.5,1015.625,1.04
train,32.5,38.75,1259.375,1.19230769231
train,18.75,26.25,492.1875,1.4
train,21.25,30,637.5,1.41176470588
train,40,42.5,1700,1.0625
train,21.25,26.25,557.8125,1.23529411765
train,20,26.25,525,1.3125
train,37.5,38.75,1453.125,1.03333333333
train,36.25,40,1450,1.10344827586
train,10.9215017065,16.5803108808,181.081893579,1.51813471503
train,12.0136518771,18.5699481865,223.092892889,1.54573716439
train,20.204778157,29.8445595855,603.002705618,1.47710404705
train,19.1126279863,27.1917098446,519.705034572,1.42270910437
train,18.75,23.75,445.3125,1.26666666667
train,23.75,38.75,920.3125,1.63157894737
train,26.25,43.75,1148.4375,1.66666666667
train,20.7508532423,28.518134715,591.775628216,1.37431142623
train,18.566552901,32.4974093264,603.364869405,1.75032002438
train,22.9351535836,33.1606217617,760.543953032,1.44584258574
train,41.25,41.25,1701.5625,1
train,26.25,28.75,754.6875,1.09523809524
train,22.5,31.25,703.125,1.38888888889
train,21.25,52.5,1115.625,2.47058823529
train,38.75,42.5,1646.875,1.09677419355
train,21.25,47.5,1009.375,2.23529411765
train,19.2331606218,26.7576791809,514.634741552,1.39122631517
train,35,37.5,1312.5,1.07142857143
train,30,32.5,975,1.08333333333
train,31.25,31.25,976.5625,1
train,31.25,37.5,1171.875,1.2
train,22.5,37.5,843.75,1.66666666667
train,56.25,57.5,3234.375,1.02222222222
train,38.75,50,1937.5,1.29032258065
train,23.75,30,712.5,1.26315789474
train,41.25,45,1856.25,1.09090909091
train,37.5,38.75,1453.125,1.03333333333
train,27.5,30,825,1.09090909091
train,28.75,37.5,1078.125,1.30434782609
train,33.75,41.25,1392.1875,1.22222222222
train,22.5,40,900,1.77777777778
train,25,37.5,937.5,1.5
train,33.75,42.5,1434.375,1.25925925926
train,16.25,41.25,670.3125,2.53846153846
train,26.25,30,787.5,1.14285714286
train,27.5,35,962.5,1.27272727273
train,27.5,37.5,1031.25,1.36363636364
train,28.75,32.5,934.375,1.13043478261
train,35,42.5,1487.5,1.21428571429
train,32.5,35,1137.5,1.07692307692
train,27.5,32.5,893.75,1.18181818182
train,15,32.5,487.5,2.16666666667
train,20.5595854922,24.0273037543,493.991405684,1.16866674006
train,31.25,35,1093.75,1.12
train,27.5,56.25,1546.875,2.04545454545
train,36.25,43.75,1585.9375,1.20689655172
train,27.5,31.25,859.375,1.13636363636
train,27.5,31.25,859.375,1.13636363636
train,23.75,32.5,771.875,1.36842105263
train,20,28.75,575,1.4375
train,31.25,40,1250,1.28
train,27.5,30,825,1.09090909091
train,32.5,33.75,1096.875,1.03846153846
train,31.25,32.5,1015.625,1.04
train,35,38.75,1356.25,1.10714285714
train,12.5597269625,23.8756476684,299.871615767,1.90096868664
train,17.4744027304,27.1917098446,475.158888751,1.5560880829
train,14.1979522184,17.2435233161,244.822720119,1.21450777202
train,12.5597269625,15.2538860104,191.584643407,1.21450777202
train,35,37.5,1312.5,1.07142857143
train,37.5,43.75,1640.625,1.16666666667
train,23.75,33.75,801.5625,1.42105263158
train,32.5,36.25,1178.125,1.11538461538
train,33.75,41.25,1392.1875,1.22222222222
train,28.75,57.5,1653.125,2
train,19.1126279863,31.8341968912,608.435162426,1.66561065877
train,20.5595854922,28.3959044369,583.808024899,1.38115160189
train,22.5492227979,26.7576791809,603.364869405,1.18663421
train,16.5803108808,16.9283276451,280.676935047,1.02098976109
train,22.5,48.75,1096.875,2.16666666667
train,25,50,1250,2
train,21.25,40,850,1.88235294118
train,18.75,43.75,820.3125,2.33333333333
train,19.6587030717,19.896373057,391.136890131,1.01208981002
train,26.25,50,1312.5,1.90476190476
train,21.25,37.5,796.875,1.76470588235
train,15.2901023891,23.2124352332,354.920511415,1.51813471503
train,18.5699481865,22.3890784983,415.764027657,1.20566187226
train,21.2227979275,29.4880546075,625.819024209,1.38945179181
train,36.25,42.5,1540.625,1.1724137931
train,33.75,40,1350,1.18518518519
train,20,23.75,475,1.1875
train,14.1979522184,20.5595854922,291.904012449,1.44806695895
train,12.5597269625,19.2331606218,241.563246034,1.53133588646
train,27.5,28.75,790.625,1.04545454545
train,22.5,40,900,1.77777777778
train,17.9067357513,21.2969283276,381.358467877,1.18932499052
train,18.0204778157,22.5492227979,406.347769191,1.25131103784
train,30,35,1050,1.16666666667
train,28.75,30,862.5,1.04347826087
train,18.0204778157,31.8341968912,573.667438858,1.7665567593
train,17.4744027304,26.5284974093,463.569647562,1.51813471503
train,35,36.25,1268.75,1.03571428571
train,16.9283276451,25.2020725389,426.628941272,1.48875146248
train,21.25,27.5,584.375,1.29411764706
train,27.5,52.5,1443.75,1.90909090909
train,22.5,25,562.5,1.11111111111
train,17.5,43.75,765.625,2.5
train,8.75,31.25,273.4375,3.57142857143
train,30,36.25,1087.5,1.20833333333
train,31.25,32.5,1015.625,1.04
train,17.4744027304,29.8445595855,521.515853508,1.7079015544
train,21.25,30,637.5,1.41176470588
train,23.75,26.25,623.4375,1.10526315789
train,19.896373057,24.5733788396,488.921112663,1.23506825939
